questionFrontendId,title,isPaidOnly,difficulty,likeDislike_ratio,likes,dislikes
1233,"Remove Sub-Folders from the Filesystem",0,Medium,5,323,57
1232,"Check If It Is a Straight Line",0,Easy,5,505,86
1220,"Count Vowels Permutation",0,Hard,5,281,52
1217,"Minimum Cost to Move Chips to The Same Position",0,Easy,5,171,30
1193,"Monthly Transactions I",1,Medium,5,55,11
1203,"Sort Items by Groups Respecting Dependencies",0,Hard,5,353,65
1405,"Longest Happy String",0,Medium,5,472,93
1550,"Three Consecutive Odds",0,Easy,5,179,32
1148,"Article Views I",1,Easy,5,46,9
1329,"Sort the Matrix Diagonally",0,Medium,5,809,148
1146,"Snapshot Array",0,Medium,5,714,135
1314,"Matrix Block Sum",0,Medium,5,758,136
1619,"Mean of Array After Removing Some Elements",0,Easy,5,113,22
1109,"Corporate Flight Bookings",0,Medium,5,626,118
1114,"Print in Order",0,Easy,5,664,116
1083,"Sales Analysis II",1,Easy,5,101,20
1045,"Customers Who Bought All Products",1,Medium,5,107,20
1180,"Count Substrings with Only One Distinct Letter",1,Easy,5,179,34
1086,"High Five",1,Easy,5,378,68
1012,"Numbers With Repeated Digits",0,Hard,5,257,51
1057,"Campus Bikes",1,Medium,5,635,113
991,"Broken Calculator",0,Medium,5,577,102
988,"Smallest String Starting From Leaf",0,Medium,5,560,109
959,"Regions Cut By Slashes",0,Medium,5,1157,225
950,"Reveal Cards In Increasing Order",0,Medium,5,1120,190
939,"Minimum Area Rectangle",0,Medium,5,875,165
929,"Unique Email Addresses",0,Easy,5,1080,207
925,"Long Pressed Name",0,Easy,5,854,159
916,"Word Subsets",0,Medium,5,476,87
884,"Uncommon Words from Two Sentences",0,Easy,5,550,100
880,"Decoded String at Index",0,Medium,5,850,152
710,"Random Pick with Blacklist",0,Hard,5,396,71
848,"Shifting Letters",0,Medium,5,346,67
805,"Split Array With Same Average",0,Hard,5,475,92
802,"Find Eventual Safe States",0,Medium,5,1041,200
780,"Reaching Points",0,Hard,5,661,121
742,"Closest Leaf in a Binary Tree",1,Medium,5,562,111
725,"Split Linked List in Parts",0,Medium,5,875,148
724,"Find Pivot Index",0,Easy,5,1565,309
721,"Accounts Merge",0,Medium,5,2082,389
699,"Falling Squares",0,Hard,5,322,62
688,"Knight Probability in Chessboard",0,Medium,5,1148,216
679,"24 Game",0,Hard,5,861,169
662,"Maximum Width of Binary Tree",0,Medium,5,2022,371
621,"Task Scheduler",0,Medium,5,4348,834
610,"Triangle Judgement",1,Easy,5,131,24
607,"Sales Person",1,Easy,5,156,31
580,"Count Student Number in Departments",1,Medium,5,118,21
568,"Maximum Vacation Days",1,Hard,5,354,60
562,"Longest Line of Consecutive One in Matrix",1,Medium,5,429,77
552,"Student Attendance Record II",0,Hard,5,677,127
536,"Construct Binary Tree from String",1,Medium,5,498,98
526,"Beautiful Arrangement",0,Medium,5,1127,201
508,"Most Frequent Subtree Sum",0,Medium,5,805,139
499,"The Maze III",1,Hard,5,233,46
474,"Ones and Zeroes",0,Medium,5,1346,262
391,"Perfect Rectangle",0,Hard,5,445,83
367,"Valid Perfect Square",0,Easy,5,1103,191
355,"Design Twitter",0,Medium,5,1188,225
343,"Integer Break",0,Medium,5,1418,248
282,"Expression Add Operators",0,Hard,5,1543,262
269,"Alien Dictionary",1,Hard,5,2301,455
231,"Power of Two",0,Easy,5,1217,212
202,"Happy Number",0,Easy,5,2858,483
186,"Reverse Words in a String II",1,Medium,5,546,106
178,"Rank Scores",0,Medium,5,866,161
168,"Excel Sheet Column Title",0,Easy,5,1553,283
164,"Maximum Gap",0,Hard,5,1067,204
161,"One Edit Distance",1,Medium,5,795,134
154,"Find Minimum in Rotated Sorted Array II",0,Hard,5,1396,266
138,"Copy List with Random Pointer",0,Medium,5,4542,786
137,"Single Number II",0,Medium,5,2345,396
119,"Pascal s Triangle II",0,Easy,5,1228,217
60,"Permutation Sequence",0,Hard,5,2035,354
54,"Spiral Matrix",0,Medium,5,3427,636
41,"First Missing Positive",0,Hard,5,5123,929
1741,"Find Total Time Spent by Each Employee",1,Easy,4,8,2
1698,"Number of Distinct Substrings in a String",1,Medium,4,32,8
1688,"Count of Matches in Tournament",0,Easy,4,178,41
1672,"Richest Customer Wealth",0,Easy,4,309,73
1662,"Check If Two String Arrays are Equivalent",0,Easy,4,275,65
1648,"Sell Diminishing-Valued Colored Balls",0,Medium,4,190,43
1670,"Design Front Middle Back Queue",0,Medium,4,134,32
1640,"Check Array Formation Through Concatenation",0,Easy,4,410,86
1614,"Maximum Nesting Depth of the Parentheses",0,Easy,4,216,49
1728,"Cat and Mouse II",0,Hard,4,68,17
1577,"Number of Ways Where Square of Number Is Equal to Product of Two Numbers",0,Medium,4,128,31
1563,"Stone Game V",0,Hard,4,180,44
1562,"Find Latest Group of Size M",0,Medium,4,292,65
1561,"Maximum Number of Coins You Can Get",0,Medium,4,200,46
1551,"Minimum Operations to Make Array Equal",0,Medium,4,201,48
1541,"Minimum Insertions to Balance a Parentheses String",0,Medium,4,249,61
1488,"Avoid Flood in The City",0,Medium,4,498,109
1491,"Average Salary Excluding the Minimum and Maximum Salary",0,Easy,4,226,46
1464,"Maximum Product of Two Elements in an Array",0,Easy,4,350,75
1451,"Rearrange Words in a Sentence",0,Medium,4,241,49
1461,"Check If a String Contains All Binary Codes of Size K",0,Medium,4,219,46
1460,"Make Two Arrays Equal by Reversing Sub-arrays",0,Easy,4,318,73
1417,"Reformat The String",0,Easy,4,210,50
1431,"Kids With the Greatest Number of Candies",0,Easy,4,639,153
1408,"String Matching in an Array",0,Easy,4,265,55
1402,"Reducing Dishes",0,Hard,4,373,81
1344,"Angle Between Hands of a Clock",0,Medium,4,462,108
1234,"Replace the Substring for Balanced String",0,Medium,4,449,98
1222,"Queens That Can Attack the King",0,Medium,4,396,80
1145,"Binary Tree Coloring Game",0,Medium,4,592,127
1140,"Stone Game II",0,Medium,4,699,170
1139,"Largest 1-Bordered Square",0,Medium,4,278,59
1299,"Replace Elements with Greatest Element on Right Side",0,Easy,4,647,140
1071,"Greatest Common Divisor of Strings",0,Easy,4,699,165
978,"Longest Turbulent Subarray",0,Medium,4,532,114
509,"Fibonacci Number",0,Easy,4,1048,217
967,"Numbers With Same Consecutive Differences",0,Medium,4,581,118
936,"Stamping The Sequence",0,Hard,4,243,59
928,"Minimize Malware Spread II",0,Hard,4,253,56
927,"Three Equal Parts",0,Hard,4,273,61
923,"3Sum With Multiplicity",0,Medium,4,440,89
914,"X of a Kind in a Deck of Cards",0,Easy,4,742,185
913,"Cat and Mouse",0,Hard,4,413,85
898,"Bitwise ORs of Subarrays",0,Medium,4,639,139
888,"Fair Candy Swap",0,Easy,4,694,157
865,"Smallest Subtree with all the Deepest Nodes",0,Medium,4,1175,281
861,"Score After Flipping Matrix",0,Medium,4,615,137
836,"Rectangle Overlap",0,Easy,4,922,230
830,"Positions of Large Groups",0,Easy,4,447,97
791,"Custom Sort String",0,Medium,4,941,208
779,"K-th Symbol in Grammar",0,Medium,4,756,188
764,"Largest Plus Sign",0,Medium,4,542,113
746,"Min Cost Climbing Stairs",0,Easy,4,2808,607
732,"My Calendar III",0,Hard,4,438,107
716,"Max Stack",1,Easy,4,882,209
685,"Redundant Connection II",0,Hard,4,1003,240
676,"Implement Magic Dictionary",0,Medium,4,693,151
665,"Non-decreasing Array",0,Medium,4,2469,593
629,"K Inverse Pairs Array",0,Hard,4,374,77
623,"Add One Row to Tree",0,Medium,4,557,138
576,"Out of Boundary Paths",0,Medium,4,701,145
556,"Next Greater Element III",0,Medium,4,1062,254
417,"Pacific Atlantic Water Flow",0,Medium,4,1722,400
415,"Add Strings",0,Easy,4,1525,361
405,"Convert a Number to Hexadecimal",0,Easy,4,557,126
359,"Logger Rate Limiter",1,Easy,4,678,138
320,"Generalized Abbreviation",1,Medium,4,483,113
313,"Super Ugly Number",0,Medium,4,784,158
302,"Smallest Rectangle Enclosing Black Pixels",1,Hard,4,231,55
298,"Binary Tree Longest Consecutive Sequence",1,Medium,4,606,148
249,"Group Shifted Strings",1,Medium,4,681,139
205,"Isomorphic Strings",0,Easy,4,1809,447
189,"Rotate Array",0,Medium,4,4106,904
185,"Department Top Three Salaries",0,Hard,4,683,147
184,"Department Highest Salary",0,Medium,4,580,128
180,"Consecutive Numbers",0,Medium,4,552,128
112,"Path Sum",0,Easy,4,2780,576
86,"Partition List",0,Medium,4,1817,364
52,"N-Queens II",0,Hard,4,742,176
36,"Valid Sudoku",0,Medium,4,2302,523
2,"Add Two Numbers",0,Medium,4,10738,2606
1729,"Find Followers Count",1,Easy,3,15,5
1693,"Daily Leads and Partners",1,Easy,3,19,5
1735,"Count Ways to Make Array With Product",0,Hard,3,71,18
1645,"Hopper Company Queries II",1,Hard,3,11,3
1659,"Maximize Grid Happiness",0,Hard,3,115,38
1668,"Maximum Repeating Substring",0,Easy,3,104,31
1654,"Minimum Jumps to Reach Home",0,Medium,3,188,52
1597,"Build Binary Expression Tree From Infix Expression",1,Hard,3,47,12
1622,"Fancy Sequence",0,Hard,3,144,40
1581,"Customer Who Visited but Did Not Make Any Transactions",1,Easy,3,36,11
1555,"Bank Account Summary",1,Medium,3,46,12
1528,"Shuffle String",0,Easy,3,442,111
1471,"The k Strongest Values in an Array",0,Medium,3,217,65
1450,"Number of Students Doing Homework at a Given Time",0,Easy,3,313,81
1433,"Check If a String Can Break Another String",0,Medium,3,250,72
1413,"Minimum Value to Get Positive Step by Step Sum",0,Easy,3,307,88
1401,"Circle and Rectangle Overlapping",0,Medium,3,148,45
1327,"List the Products Ordered in a Period",1,Easy,3,41,13
1322,"Ads Performance",1,Easy,3,96,26
1324,"Print Words Vertically",0,Medium,3,209,61
1307,"Verbal Arithmetic Puzzle",0,Hard,3,191,60
1281,"Subtract the Product and Sum of Digits of an Integer",0,Easy,3,458,128
1275,"Find Winner on a Tic Tac Toe Game",0,Easy,3,296,93
1223,"Dice Roll Simulation",0,Hard,3,498,157
1210,"Minimum Moves to Reach Target with Rotations",0,Hard,3,145,42
1164,"Product Price at a Given Date",1,Medium,3,123,32
1138,"Alphabet Board Path",0,Medium,3,362,95
1273,"Delete Tree Nodes",1,Medium,3,150,43
1103,"Distribute Candies to People",0,Easy,3,481,138
1104,"Path In Zigzag Labelled Binary Tree",0,Medium,3,555,182
1097,"Game Play Analysis V",1,Hard,3,68,19
1258,"Synonymous Sentences",1,Medium,3,121,40
1117,"Building H2O",0,Medium,3,226,66
550,"Game Play Analysis IV",1,Medium,3,96,31
1244,"Design A Leaderboard",1,Medium,3,204,55
1084,"Sales Analysis III",1,Easy,3,103,30
1082,"Sales Analysis I",1,Easy,3,91,30
1076,"Project Employees II",1,Easy,3,74,20
1050,"Actors and Directors Who Cooperated At Least Three Times",1,Easy,3,66,17
1167,"Minimum Cost to Connect Sticks",1,Medium,3,467,129
1044,"Longest Duplicate Substring",0,Hard,3,759,246
1041,"Robot Bounded In Circle",0,Medium,3,779,235
1121,"Divide Array Into Increasing Sequences",1,Hard,3,66,21
1088,"Confusing Number II",1,Hard,3,238,68
1018,"Binary Prefix Divisible By 5",0,Easy,3,337,103
1067,"Digit Count in Range",1,Hard,3,46,12
1064,"Fixed Point",1,Easy,3,182,47
1001,"Grid Illumination",0,Hard,3,237,67
975,"Odd Even Jump",0,Hard,3,861,261
970,"Powerful Integers",0,Medium,3,3,1
964,"Least Operators to Express Number",0,Hard,3,202,54
900,"RLE Iterator",0,Medium,3,305,94
519,"Random Flip Matrix",0,Medium,3,213,70
878,"Nth Magical Number",0,Hard,3,247,65
839,"Similar String Groups",0,Hard,3,474,146
820,"Short Encoding of Words",0,Medium,3,284,73
807,"Max Increase to Keep City Skyline",0,Medium,3,1059,313
803,"Bricks Falling When Hit",0,Hard,3,517,147
793,"Preimage Size of Factorial Zeroes Function",0,Hard,3,205,59
783,"Minimum Distance Between BST Nodes",0,Easy,3,920,242
726,"Number of Atoms",0,Hard,3,563,156
687,"Longest Univalue Path",0,Medium,3,2148,544
659,"Split Array into Consecutive Subsequences",0,Medium,3,1473,466
628,"Maximum Product of Three Numbers",0,Easy,3,1453,419
615,"Average Salary: Departments VS Company",1,Hard,3,115,37
602,"Friend Requests II: Who Has the Most Friends",1,Medium,3,180,55
599,"Minimum Index Sum of Two Lists",0,Easy,3,741,231
561,"Array Partition I",0,Easy,3,120,32
548,"Split Array with Equal Sum",1,Medium,3,270,88
544,"Output Contest Matches",1,Medium,3,299,98
539,"Minimum Time Difference",0,Medium,3,623,169
501,"Find Mode in Binary Search Tree",0,Easy,3,1209,396
436,"Find Right Interval",0,Medium,3,668,187
396,"Rotate Function",0,Medium,3,474,149
389,"Find the Difference",0,Easy,3,1173,310
383,"Ransom Note",0,Easy,3,791,227
382,"Linked List Random Node",0,Medium,3,872,231
364,"Nested List Weight Sum II",1,Medium,3,671,204
360,"Sort Transformed Array",1,Medium,3,387,112
352,"Data Stream as Disjoint Intervals",0,Hard,3,449,116
350,"Intersection of Two Arrays II",0,Easy,3,1978,496
342,"Power of Four",0,Easy,3,791,248
339,"Nested List Weight Sum",1,Medium,3,752,210
321,"Create Maximum Number",0,Hard,3,882,263
276,"Paint Fence",1,Easy,3,877,288
250,"Count Univalue Subtrees",1,Medium,3,655,174
247,"Strobogrammatic Number II",1,Medium,3,520,144
245,"Shortest Word Distance III",1,Medium,3,238,76
244,"Shortest Word Distance II",1,Medium,3,453,141
204,"Count Primes",0,Easy,3,2699,719
190,"Reverse Bits",0,Easy,3,1552,509
187,"Repeated DNA Sequences",0,Medium,3,1108,327
167,"Two Sum II - Input array is sorted",0,Easy,3,2317,685
130,"Surrounded Regions",0,Medium,3,2480,740
127,"Word Ladder",0,Hard,3,4620,1391
81,"Search in Rotated Sorted Array II",0,Medium,3,1904,560
1690,"Stone Game VII",0,Medium,2,171,70
1661,"Average Time of Process per Machine",1,Easy,2,23,8
1635,"Hopper Company Queries I",1,Hard,2,17,8
1565,"Unique Orders and Customers Per Month",1,Easy,2,27,13
1603,"Design Parking System",0,Easy,2,235,91
1538,"Guess the Majority in a Hidden Array",1,Medium,2,40,16
1517,"Find Users With Valid E-Mails",1,Easy,2,44,21
1506,"Find Root of N-Ary Tree",1,Medium,2,207,71
1479,"Sales by Day of the Week",1,Hard,2,48,18
1486,"XOR Operation in an Array",0,Easy,2,378,180
1492,"The kth Factor of n",0,Medium,2,283,116
1384,"Total Sales Amount by Year",1,Hard,2,76,28
1355,"Activity Participants",1,Medium,2,51,22
1377,"Frog Position After T Seconds",0,Hard,2,171,61
1260,"Shift 2D Grid",0,Easy,2,294,113
1247,"Minimum Swaps to Make Strings Equal",0,Medium,2,434,163
1361,"Validate Binary Tree Nodes",0,Medium,2,309,108
1159,"Market Analysis II",1,Hard,2,49,20
1158,"Market Analysis I",1,Medium,2,50,22
1149,"Article Views II",1,Medium,2,45,16
1128,"Number of Equivalent Domino Pairs",0,Easy,2,289,144
1089,"Duplicate Zeros",0,Easy,2,796,274
1073,"Adding Two Negabinary Numbers",0,Medium,2,145,66
1197,"Minimum Knight Moves",1,Medium,2,526,217
1153,"String Transforms Into Another String",1,Hard,2,515,184
1036,"Escape a Large Maze",0,Hard,2,272,109
1030,"Matrix Cells in Distance Order",0,Easy,2,278,138
1065,"Index Pairs of a String",1,Easy,2,129,54
985,"Sum of Even Numbers After Queries",0,Easy,2,471,181
971,"Flip Binary Tree To Match Preorder Traversal",0,Medium,2,329,154
961,"N-Repeated Element in Size 2N Array",0,Easy,2,580,256
953,"Verifying an Alien Dictionary",0,Easy,2,1353,563
947,"Most Stones Removed with Same Row or Column",0,Medium,2,1322,449
942,"DI String Match",0,Easy,2,1051,401
935,"Knight Dialer",0,Medium,2,749,284
912,"Sort an Array",0,Medium,2,710,346
910,"Smallest Range II",0,Medium,2,633,278
897,"Increasing Order Search Tree",0,Easy,2,1202,518
891,"Sum of Subsequence Widths",0,Hard,2,292,106
470,"Implement Rand10() Using Rand7()",0,Medium,2,665,227
869,"Reordered Power of 2",0,Medium,2,243,97
855,"Exam Room",0,Medium,2,687,289
853,"Car Fleet",0,Medium,2,550,230
842,"Split Array into Fibonacci Sequence",0,Medium,2,582,195
775,"Global and Local Inversions",0,Medium,2,516,195
772,"Basic Calculator III",1,Hard,2,564,219
761,"Special Binary String",0,Hard,2,382,128
760,"Find Anagram Mappings",1,Easy,2,389,173
728,"Self Dividing Numbers",0,Easy,2,803,307
723,"Candy Crush",1,Medium,2,514,212
656,"Coin Path",1,Hard,2,180,88
645,"Set Mismatch",0,Easy,2,828,349
635,"Design Log Storage System",1,Medium,2,304,136
612,"Shortest Distance in a Plane",1,Medium,2,116,42
605,"Can Place Flowers",0,Easy,2,1279,434
604,"Design Compressed String Iterator",1,Easy,2,285,103
571,"Find Median Given Frequency of Numbers",1,Hard,2,126,44
524,"Longest Word in Dictionary through Deleting",0,Medium,2,719,261
520,"Detect Capital",0,Easy,2,758,287
517,"Super Washing Machines",0,Hard,2,389,160
498,"Diagonal Traverse",0,Medium,2,1156,394
485,"Max Consecutive Ones",0,Easy,2,1068,380
418,"Sentence Screen Fitting",1,Medium,2,516,243
353,"Design Snake Game",1,Medium,2,487,205
344,"Reverse String",0,Easy,2,2038,750
341,"Flatten Nested List Iterator",0,Medium,2,1993,768
332,"Reconstruct Itinerary",0,Medium,2,2451,1182
324,"Wiggle Sort II",0,Medium,2,1280,635
311,"Sparse Matrix Multiplication",1,Medium,2,609,238
278,"First Bad Version",0,Easy,2,1946,796
271,"Encode and Decode Strings",1,Medium,2,526,178
191,"Number of 1 Bits",0,Easy,2,1341,611
150,"Evaluate Reverse Polish Notation",0,Medium,2,1424,507
111,"Minimum Depth of Binary Tree",0,Easy,2,2124,792
93,"Restore IP Addresses",0,Medium,2,1625,545
80,"Remove Duplicates from Sorted Array II",0,Medium,2,1699,769
71,"Simplify Path",0,Medium,2,201,75
43,"Multiply Strings",0,Medium,2,2250,945
31,"Next Permutation",0,Medium,2,4917,1696
1736,"Latest Time by Replacing Hidden Digits",0,Easy,1,74,39
1711,"Count Good Meals",0,Medium,1,164,123
1683,"Invalid Tweets",1,Easy,1,27,24
1705,"Maximum Number of Eaten Apples",0,Medium,1,214,112
1719,"Number Of Ways To Reconstruct A Tree",0,Hard,1,49,39
1714,"Sum Of Special Evenly-Spaced Elements In Array",1,Hard,1,8,7
1689,"Partitioning Into Minimum Number Of Deci-Binary Numbers",0,Medium,1,133,117
1680,"Concatenation of Consecutive Binary Numbers",0,Medium,1,223,165
1681,"Minimum Incompatibility",0,Hard,1,99,77
1651,"Hopper Company Queries III",1,Hard,1,5,5
1638,"Count Substrings That Differ by One Character",0,Medium,1,141,86
1616,"Split Two Strings to Make Palindrome",0,Medium,1,246,143
1611,"Minimum One Bit Operations to Make Integers Zero",0,Hard,1,122,90
1576,"Replace All ? s to Avoid Consecutive Repeating Characters",0,Easy,1,150,86
1568,"Minimum Number of Days to Disconnect Island",0,Hard,1,170,95
1548,"The Most Similar Path in a Graph",1,Hard,1,121,61
1543,"Fix Product Name Format",1,Easy,1,26,17
1540,"Can Convert String in K Moves",0,Medium,1,188,147
1503,"Last Moment Before All Ants Fall Out of a Plank",0,Medium,1,208,142
1467,"Probability of a Two Boxes Having The Same Number of Distinct Balls",0,Hard,1,143,114
1465,"Maximum Area of a Piece of Cake After Horizontal and Vertical Cuts",0,Medium,1,179,90
1452,"People Whose List of Favorite Companies Is Not a Subset of Another List",0,Medium,1,148,148
1437,"Check If All 1 s Are at Least Length K Places Away",0,Easy,1,239,173
1397,"Find All Good Strings",0,Hard,1,172,88
1378,"Replace Employee ID With The Unique Identifier",1,Easy,1,32,19
1391,"Check if There is a Valid Path in a Grid",0,Medium,1,289,161
1386,"Cinema Seat Allocation",0,Medium,1,209,154
1341,"Movie Rating",1,Medium,1,51,28
1317,"Convert Integer to the Sum of Two No-Zero Integers",0,Easy,1,148,145
1304,"Find N Unique Integers Sum up to Zero",0,Easy,1,483,283
1298,"Maximum Candies You Can Get from Boxes",0,Hard,1,107,92
1297,"Maximum Number of Occurrences of a Substring",0,Medium,1,291,175
1282,"Group the People Given the Group Size They Belong To",0,Medium,1,496,352
1238,"Circular Permutation in Binary Representation",0,Medium,1,130,120
1221,"Split a String in Balanced Strings",0,Easy,1,901,554
1194,"Tournament Winners",1,Hard,1,55,29
1195,"Fizz Buzz Multithreaded",0,Medium,1,219,154
1201,"Ugly Number III",0,Medium,1,381,269
1179,"Reformat Department Table",0,Easy,1,232,167
1174,"Immediate Food Delivery II",1,Medium,1,44,36
1177,"Can Make Palindrome from Substring",0,Medium,1,319,183
1362,"Closest Divisors",0,Medium,1,95,61
1144,"Decrease Elements To Make Array Zigzag",0,Medium,1,155,116
1141,"User Activity for the Past 30 Days I",1,Easy,1,41,31
1131,"Maximum of Absolute Value Expression",0,Medium,1,276,241
1127,"User Purchase Platform",1,Hard,1,78,59
1116,"Print Zero Even Odd",0,Medium,1,222,150
1107,"New Users Daily Count",1,Medium,1,57,48
1096,"Brace Expansion II",0,Hard,1,251,155
1243,"Array Transformation",1,Easy,1,76,39
1068,"Product Sales Analysis I",1,Easy,1,54,47
1119,"Remove Vowels from a String",1,Easy,1,155,88
1023,"Camelcase Matching",0,Medium,1,310,163
1017,"Convert to Base -2",0,Medium,1,212,181
1056,"Confusing Number",1,Easy,1,103,76
1058,"Minimize Rounding Error to Meet Target",1,Medium,1,87,81
948,"Bag of Tokens",0,Medium,1,458,254
924,"Minimize Malware Spread",0,Hard,1,379,291
911,"Online Election",0,Medium,1,443,365
899,"Orderly Queue",0,Hard,1,241,222
882,"Reachable Nodes In Subdivided Graph",0,Hard,1,175,152
867,"Transpose Matrix",0,Easy,1,576,328
859,"Buddy Strings",0,Easy,1,871,603
837,"New 21 Game",0,Medium,1,668,396
708,"Insert into a Sorted Circular Linked List",1,Medium,1,469,388
804,"Unique Morse Code Words",0,Easy,1,873,804
790,"Domino and Tromino Tiling",0,Medium,1,493,270
781,"Rabbits in Forest",0,Medium,1,355,349
777,"Swap Adjacent in LR String",0,Medium,1,494,475
703,"Kth Largest Element in a Stream",0,Easy,1,1084,646
758,"Bold Words in String",1,Easy,1,169,86
754,"Reach a Number",0,Medium,1,669,528
745,"Prefix and Suffix Search",0,Hard,1,443,223
736,"Parse Lisp Expression",0,Hard,1,311,234
697,"Degree of an Array",0,Easy,1,1180,896
690,"Employee Importance",0,Easy,1,881,816
686,"Repeated String Match",0,Medium,1,969,827
683,"K Empty Slots",1,Hard,1,637,600
675,"Cut Off Trees for Golf Event",0,Hard,1,634,366
657,"Robot Return to Origin",0,Easy,1,1193,688
649,"Dota2 Senate",0,Medium,1,308,250
638,"Shopping Offers",0,Medium,1,678,507
634,"Find the Derangement of An Array",1,Medium,1,142,123
633,"Sum of Square Numbers",0,Medium,1,635,367
627,"Swap Salary",0,Easy,1,565,308
626,"Exchange Seats",0,Medium,1,389,283
625,"Minimum Factorization",1,Medium,1,101,90
620,"Not Boring Movies",0,Easy,1,333,316
619,"Biggest Single Number",1,Easy,1,84,77
587,"Erect the Fence",0,Hard,1,273,198
585,"Investments in 2016",1,Medium,1,122,103
584,"Find Customer Referee",1,Easy,1,96,60
577,"Employee Bonus",1,Easy,1,105,53
569,"Median Employee Salary",1,Hard,1,124,77
529,Minesweeper,0,Medium,1,799,618
527,"Word Abbreviation",1,Hard,1,244,157
504,"Base 7",0,Easy,1,278,158
466,"Count The Repetitions",0,Hard,1,211,187
441,"Arranging Coins",0,Easy,1,832,774
422,"Valid Word Square",1,Easy,1,204,132
419,"Battleships in a Board",0,Medium,1,887,569
411,"Minimum Unique Word Abbreviation",1,Hard,1,141,130
397,"Integer Replacement",0,Medium,1,472,352
390,"Elimination Game",0,Medium,1,527,393
284,"Peeking Iterator",0,Medium,1,617,439
268,"Missing Number",0,Easy,1,2536,2440
262,"Trips and Users",0,Hard,1,470,317
251,"Flatten 2D Vector",1,Medium,1,419,242
248,"Strobogrammatic Number III",1,Hard,1,209,152
228,"Summary Ranges",0,Easy,1,911,665
225,"Implement Stack using Queues",0,Easy,1,936,657
217,"Contains Duplicate",0,Easy,1,1423,824
197,"Rising Temperature",0,Easy,1,481,245
192,"Word Frequency",0,Medium,1,252,172
177,"Nth Highest Salary",0,Medium,1,557,436
176,"Second Highest Salary",0,Easy,1,1015,511
170,"Two Sum III - Data structure design",1,Easy,1,373,282
147,"Insertion Sort List",0,Medium,1,947,667
133,"Clone Graph",0,Medium,1,2692,1626
122,"Best Time to Buy and Sell Stock II",0,Easy,1,3622,1911
91,"Decode Ways",0,Medium,1,3931,3373
61,"Rotate List",0,Medium,1,2059,1122
14,"Longest Common Prefix",0,Easy,1,3648,2121
9,"Palindrome Number",0,Easy,1,3008,1697
1744,"Can You Eat Your Favorite Candy on Your Favorite Day?",0,Medium,0,50,161
1737,"Change Minimum Characters to Satisfy One of Three Conditions",0,Medium,0,121,174
1708,"Largest Subarray Length K",1,Easy,0,26,37
1733,"Minimum Number of People to Teach",0,Medium,0,65,200
1677,"Product s Worth Over Invoices",1,Easy,0,8,14
1694,"Reformat Phone Number",0,Easy,0,79,85
1667,"Fix Names in a Table",1,Easy,0,11,14
1666,"Change the Root of a Binary Tree",1,Medium,0,23,47
1656,"Design an Ordered Stream",0,Easy,0,68,467
1646,"Get Maximum in Generated Array",0,Easy,0,143,215
1623,"All Valid Triplets That Can Represent a Country",1,Easy,0,22,30
1625,"Lexicographically Smallest String After Applying Operations",0,Medium,0,121,172
1637,"Widest Vertical Area Between Two Points Containing No Points",0,Medium,0,58,175
1610,"Maximum Number of Visible Points",0,Hard,0,121,188
1620,"Coordinate With Maximum Network Quality",0,Medium,0,42,137
1600,"Throne Inheritance",0,Medium,0,97,151
1599,"Maximum Profit of Operating a Centennial Wheel",0,Medium,0,48,177
1592,"Rearrange Spaces Between Words",0,Easy,0,110,113
1604,"Alert Using Same Key-Card Three or More Times in a One Hour Period",0,Medium,0,78,137
1583,"Count Unhappy Friends",0,Medium,0,93,351
1560,"Most Visited Sector in  a Circular Track",0,Easy,0,110,275
1527,"Patients With a Condition",1,Easy,0,20,47
1534,"Count Good Triplets",0,Easy,0,176,487
1516,"Move Sub-Tree of N-Ary Tree",1,Hard,0,12,27
1519,"Number of Nodes in the Sub-Tree With the Same Label",0,Medium,0,219,235
1500,"Design a File Sharing System",1,Medium,0,22,55
1515,"Best Position for a Service Centre",0,Hard,0,102,135
1487,"Making File Names Unique",0,Medium,0,204,356
1459,"Rectangles Area",1,Medium,0,28,41
1476,"Subrectangle Queries",0,Medium,0,157,433
1435,"Create a Session Bar Chart",1,Easy,0,52,100
1453,"Maximum Number of Darts Inside of a Circular Dartboard",0,Hard,0,84,206
1441,"Build an Array With Stack Operations",0,Easy,0,229,390
1421,"NPV Queries",1,Medium,0,10,143
1418,"Display Table of Food Orders in a Restaurant",0,Medium,0,103,220
1432,"Max Difference You Can Get From Changing an Integer",0,Medium,0,96,125
1410,"HTML Entity Parser",0,Medium,0,78,197
1409,"Queries on a Permutation With Key",0,Medium,0,172,336
1403,"Minimum Subsequence in Non-Increasing Order",0,Easy,0,182,251
1389,"Create Target Array in the Given Order",0,Easy,0,415,569
1399,"Count Largest Group",0,Easy,0,162,404
1379,"Find a Corresponding Node of a Binary Tree in a Clone of That Tree",0,Medium,0,407,543
1364,"Number of Trusted Contacts of a Customer",1,Medium,0,27,151
1374,"Generate a String With Characters That Have Odd Counts",0,Easy,0,156,680
1385,"Find the Distance Value Between Two Arrays",0,Easy,0,155,627
1370,"Increasing Decreasing String",0,Easy,0,309,321
1348,"Tweet Counts Per Frequency",0,Medium,0,90,554
1336,"Number of Transactions per Visit",1,Hard,0,28,147
1357,"Apply Discount Every n Orders",0,Medium,0,70,99
